order_id,customer_id,order_date,delivery_days,discount_pct,order_status
698,481,10/27/2024,2,5,Delivered
699,482,1/30/2025,5,10,Delivered
700,483,7/27/2024,5,5,Delivered
701,483,8/8/2024,3,0,Delivered
702,483,10/6/2024,7,10,Returned
703,484,12/4/2024,4,0,Delivered
704,484,1/20/2025,5,0,Delivered
705,484,2/15/2025,5,0,Delivered
706,485,8/19/2025,7,10,Delivered
707,485,8/20/2025,4,10,Delivered
708,486,6/1/2025,5,0,Delivered
709,487,6/26/2024,2,20,Delivered
710,487,7/2/2024,2,0,Delivered
711,488,1/30/2025,6,0,Delivered
712,489,1/7/2025,3,0,Delivered
713,490,10/19/2025,6,0,Delivered
714,491,11/13/2024,6,5,Delivered
715,491,11/24/2024,5,0,Delivered
716,492,1/4/2025,5,0,Delivered
717,492,1/17/2025,6,0,Delivered
718,493,1/21/2025,3,20,Delivered
719,493,2/8/2025,1,10,Returned
720,494,3/3/2024,1,10,Delivered
721,495,5/22/2025,5,0,Delivered
722,496,8/27/2024,6,5,Delivered
723,496,9/2/2024,3,10,Delivered
724,497,7/13/2024,6,0,Delivered
725,498,8/11/2024,3,10,Delivered
726,499,3/4/2024,2,15,Delivered
727,499,5/5/2024,4,5,Delivered
728,500,5/9/2024,4,15,Delivered
729,500,5/15/2024,1,15,Returned
730,500,6/25/2024,1,0,Delivered
731,501,6/4/2024,3,20,Cancelled
732,502,1/16/2025,5,5,Delivered
733,502,2/4/2025,1,20,Delivered
734,503,9/13/2025,7,0,Delivered
735,504,8/12/2025,5,5,Delivered
736,505,3/14/2025,8,0,Delivered
737,506,7/28/2024,5,10,Delivered
738,507,1/23/2025,2,10,Delivered
739,508,4/27/2025,6,0,Delivered
740,508,5/25/2025,5,5,Delivered
741,509,12/5/2024,3,5,Delivered
742,509,4/11/2025,3,20,Delivered
743,509,4/18/2025,6,0,Delivered
744,509,5/20/2025,4,0,Delivered
745,509,6/24/2025,2,0,Delivered
746,510,12/8/2024,9,10,Delivered
747,511,7/25/2024,6,0,Delivered
748,512,6/11/2024,5,0,Delivered
749,512,6/24/2024,1,20,Cancelled
750,512,7/7/2024,2,10,Returned
751,512,7/13/2024,4,15,Delivered
752,513,6/26/2025,7,10,Returned
753,514,1/29/2025,6,0,Returned
754,514,2/24/2025,5,5,Delivered
755,515,8/1/2025,5,10,Delivered
756,515,8/20/2025,1,0,Cancelled
757,516,6/18/2025,7,10,Returned
758,517,3/10/2024,1,10,Delivered
759,518,2/11/2025,3,20,Delivered
760,519,9/3/2025,7,5,Delivered
761,520,8/13/2025,4,15,Delivered
762,521,6/4/2025,8,15,Delivered
763,522,5/3/2024,1,15,Delivered
764,523,8/4/2024,5,15,Delivered
765,523,8/28/2024,7,0,Delivered
766,524,2/27/2024,1,15,Delivered
767,525,1/1/2025,5,0,Returned
768,526,5/20/2025,5,10,Delivered
769,527,4/1/2025,1,20,Delivered
770,527,4/29/2025,5,15,Delivered
771,528,4/17/2024,4,10,Delivered
772,529,3/20/2024,2,20,Delivered
773,530,8/20/2024,3,5,Cancelled
774,530,8/23/2024,5,0,Delivered
775,531,9/16/2024,2,10,Cancelled
776,532,9/24/2024,1,5,Delivered
777,532,10/18/2024,2,0,Returned
778,532,10/19/2024,5,15,Delivered
779,533,11/27/2024,8,10,Delivered
780,534,6/30/2024,1,5,Returned
781,535,7/6/2025,7,0,Delivered
782,536,1/27/2024,3,15,Cancelled
783,536,2/11/2024,4,5,Delivered
784,537,10/6/2024,8,0,Delivered
785,538,10/14/2025,6,5,Delivered
786,539,10/27/2024,5,0,Delivered
787,540,4/1/2024,5,10,Delivered
788,541,4/27/2025,7,5,Delivered
789,541,4/28/2025,2,0,Delivered
790,542,7/27/2025,5,0,Delivered
791,543,4/5/2025,5,20,Delivered
792,544,3/29/2025,5,10,Delivered
793,545,1/1/2025,1,5,Delivered
794,546,12/19/2024,5,5,Delivered
795,547,10/18/2025,5,5,Delivered
796,547,10/22/2025,3,5,Delivered
797,548,2/3/2025,1,0,Delivered
798,549,9/13/2024,3,5,Delivered
799,550,4/5/2025,3,0,Delivered
800,551,5/15/2025,8,5,Delivered
801,551,7/27/2025,2,0,Delivered
802,552,5/22/2025,5,0,Delivered
803,553,11/3/2024,1,0,Delivered
804,554,5/19/2025,1,5,Delivered
805,554,6/11/2025,1,5,Delivered
806,555,8/23/2025,4,15,Delivered
807,555,9/14/2025,6,15,Delivered
808,556,6/15/2024,1,10,Delivered
809,557,2/20/2025,3,15,Delivered
810,558,4/9/2025,7,0,Cancelled
811,559,4/24/2024,7,0,Delivered
812,560,3/11/2025,2,0,Delivered
813,561,12/25/2024,1,0,Delivered
814,562,7/28/2024,6,0,Delivered
815,563,8/23/2024,4,5,Delivered
816,563,11/15/2024,3,0,Delivered
817,564,3/17/2025,7,5,Cancelled
818,565,12/23/2024,3,0,Delivered
819,566,6/1/2025,4,0,Delivered
820,567,7/27/2024,5,5,Delivered
821,568,5/8/2024,6,0,Delivered
822,569,5/20/2024,1,0,Delivered
823,569,5/29/2024,3,5,Delivered
824,570,12/4/2024,4,5,Delivered
825,570,12/13/2024,5,10,Cancelled
826,571,6/22/2025,8,0,Delivered
827,571,8/31/2025,3,0,Delivered
828,572,3/11/2024,2,0,Delivered
829,572,4/4/2024,5,5,Cancelled
830,572,6/29/2024,4,5,Cancelled
831,572,9/15/2024,1,5,Delivered
832,572,2/8/2025,3,0,Cancelled
833,573,7/26/2025,3,0,Delivered
834,574,6/24/2025,3,0,Delivered
835,575,1/20/2025,6,0,Cancelled
836,576,1/22/2024,4,0,Delivered
837,577,3/28/2025,6,0,Delivered
838,578,3/14/2024,2,5,Delivered
839,578,4/23/2024,9,10,Delivered
840,579,7/27/2025,4,10,Cancelled
841,580,10/28/2025,3,0,Delivered
842,581,10/3/2024,6,5,Delivered
843,581,10/30/2024,9,0,Cancelled
844,581,11/18/2024,6,0,Delivered
845,582,2/18/2024,10,20,Delivered
846,583,7/31/2024,5,0,Delivered
847,583,8/23/2024,3,0,Delivered
848,584,10/16/2025,4,20,Delivered
849,585,9/17/2025,5,20,Delivered
850,586,6/25/2025,5,0,Delivered
851,586,6/26/2025,6,5,Delivered
852,587,7/11/2024,1,0,Delivered
853,588,11/11/2024,6,0,Delivered
854,589,7/19/2025,5,5,Delivered
855,590,10/26/2025,3,5,Returned
856,590,11/15/2025,7,5,Delivered
857,591,7/18/2025,3,10,Returned
858,592,4/22/2024,3,0,Delivered
859,592,5/15/2024,5,20,Delivered
860,593,6/20/2024,6,10,Delivered
861,594,4/13/2025,5,15,Returned
862,595,1/15/2024,4,0,Delivered
863,595,1/23/2024,3,5,Delivered
864,596,10/17/2024,7,5,Delivered
865,596,11/11/2024,5,0,Delivered
866,597,7/7/2024,6,0,Returned
867,598,6/4/2024,9,0,Delivered
868,598,6/12/2024,3,15,Returned
869,599,7/22/2025,1,0,Returned
870,600,4/18/2025,3,0,Cancelled
871,601,3/18/2024,2,5,Delivered
872,601,4/12/2024,4,5,Delivered
873,602,10/5/2024,9,0,Delivered
874,603,10/10/2025,4,10,Delivered
875,604,12/11/2024,3,0,Delivered
876,605,3/4/2025,5,15,Delivered
877,605,3/24/2025,3,0,Delivered
878,606,7/25/2025,1,5,Delivered
879,606,8/8/2025,2,10,Delivered
880,606,8/15/2025,7,10,Returned
881,607,5/27/2025,5,0,Delivered
882,608,7/4/2024,9,5,Delivered
883,609,4/4/2025,1,15,Delivered
884,610,3/4/2024,3,10,Cancelled
885,611,9/20/2024,6,10,Delivered
886,611,9/29/2024,5,5,Returned
887,612,7/11/2024,1,0,Returned
888,612,8/15/2024,6,20,Delivered
889,613,10/16/2025,5,0,Delivered
890,614,9/11/2025,6,10,Delivered
891,614,9/17/2025,3,5,Delivered
892,615,2/10/2025,4,15,Delivered
893,615,2/28/2025,6,15,Delivered
894,616,4/4/2024,1,0,Delivered
895,617,3/8/2025,3,0,Delivered
896,617,5/2/2025,5,10,Delivered
897,618,10/17/2025,2,10,Cancelled
898,618,11/29/2025,6,0,Delivered
899,619,3/13/2025,5,0,Returned
900,619,3/23/2025,1,10,Delivered
901,620,2/7/2025,2,0,Delivered
902,620,3/3/2025,5,0,Delivered
903,620,3/22/2025,2,10,Returned
904,621,3/9/2025,2,10,Delivered
905,622,4/23/2024,5,0,Delivered
906,623,1/9/2025,1,5,Delivered
907,624,3/3/2024,5,5,Delivered
908,625,2/13/2024,3,0,Delivered
909,626,7/29/2024,4,10,Delivered
910,627,10/23/2024,5,20,Delivered
911,628,5/1/2024,1,0,Cancelled
912,629,6/17/2025,8,0,Delivered
913,630,8/13/2024,4,5,Delivered
914,630,9/5/2024,6,5,Returned
915,630,9/6/2024,7,5,Delivered
916,631,6/18/2024,1,0,Delivered
917,632,10/5/2025,6,10,Delivered
918,633,6/5/2024,4,15,Delivered
919,634,7/6/2024,2,20,Returned
920,635,3/30/2024,3,5,Delivered
921,636,4/7/2024,5,0,Delivered
922,636,6/15/2024,4,0,Delivered
923,637,1/16/2024,8,10,Delivered
924,638,3/13/2025,1,0,Delivered
925,639,6/21/2025,5,15,Delivered
926,640,8/12/2025,4,10,Delivered
927,640,8/14/2025,1,5,Cancelled
928,641,5/29/2024,1,0,Delivered
929,642,10/22/2025,6,0,Delivered
930,643,1/11/2024,6,0,Delivered
931,644,1/30/2024,1,10,Delivered
932,645,10/22/2024,5,0,Delivered
933,646,10/2/2025,2,0,Delivered
934,647,12/7/2024,8,15,Delivered
935,648,9/19/2025,4,0,Returned
936,649,3/14/2025,9,15,Delivered
937,649,3/22/2025,5,5,Returned
938,649,6/5/2025,2,5,Delivered
939,650,5/27/2024,1,5,Delivered
940,650,9/19/2024,5,0,Delivered
941,651,6/3/2025,5,15,Delivered
942,652,2/17/2024,3,0,Delivered
943,653,8/28/2024,5,0,Delivered
944,654,6/6/2024,3,0,Delivered
945,655,7/1/2024,3,0,Cancelled
946,656,8/2/2024,6,5,Delivered
947,657,3/29/2024,3,0,Delivered
948,658,9/12/2024,4,10,Delivered
949,658,11/4/2024,5,0,Delivered
950,658,12/11/2024,6,20,Delivered
951,659,5/29/2025,2,0,Delivered
952,660,3/14/2024,1,20,Delivered
953,661,6/29/2024,6,0,Returned
954,661,8/21/2024,1,20,Returned
955,662,7/30/2024,2,20,Delivered
956,662,8/22/2024,8,15,Delivered
957,662,8/27/2024,1,15,Cancelled
958,663,8/22/2024,5,0,Delivered
959,664,4/9/2025,4,0,Returned
960,665,8/14/2024,8,0,Returned
961,665,10/20/2024,5,15,Delivered
962,666,9/23/2025,4,5,Delivered
963,667,9/20/2024,1,0,Delivered
964,667,11/23/2024,6,0,Delivered
965,668,7/26/2024,4,0,Delivered
966,669,8/29/2025,3,10,Delivered
967,670,1/1/2025,5,5,Delivered
968,671,10/3/2024,3,10,Delivered
969,672,1/18/2025,4,0,Delivered
970,672,2/22/2025,4,5,Delivered
971,673,11/8/2024,5,5,Delivered
972,674,9/26/2025,3,10,Delivered
973,675,9/27/2024,3,5,Delivered
974,676,3/8/2024,2,0,Delivered
975,676,3/21/2024,4,0,Delivered
976,677,12/16/2024,2,15,Returned
977,677,1/8/2025,4,0,Cancelled
978,677,2/11/2025,2,10,Returned
979,678,5/11/2025,6,5,Delivered
980,679,6/10/2025,4,0,Delivered
981,679,7/17/2025,2,10,Delivered
982,680,4/7/2024,1,5,Delivered
983,681,3/15/2024,1,10,Delivered
984,681,5/12/2024,8,0,Cancelled
985,682,12/30/2024,4,0,Delivered
986,683,7/25/2025,4,0,Returned
987,684,10/3/2024,5,10,Delivered
988,685,2/20/2024,7,10,Returned
989,686,12/23/2024,2,0,Delivered
990,687,7/21/2025,1,0,Delivered
991,688,4/30/2025,5,15,Delivered
992,688,5/9/2025,1,5,Delivered
993,689,3/27/2024,2,0,Delivered
994,690,10/3/2025,2,0,Delivered
995,691,8/9/2025,1,5,Returned
996,691,8/10/2025,6,0,Delivered
997,692,10/25/2024,4,0,Delivered
998,693,8/23/2024,6,5,Delivered
999,694,2/29/2024,5,0,Returned
1000,695,12/26/2024,4,0,Delivered
1001,695,4/9/2025,3,5,Delivered
1002,696,4/20/2024,1,0,Cancelled
1003,697,7/12/2024,5,15,Delivered
1004,698,4/2/2024,5,10,Delivered
1005,699,7/23/2025,1,5,Delivered
1006,699,10/24/2025,4,5,Delivered
1007,700,3/2/2024,5,15,Delivered
1008,701,10/12/2025,5,10,Delivered
1009,701,10/26/2025,2,15,Delivered
1010,702,2/12/2024,2,0,Returned
1011,703,6/26/2025,1,0,Delivered
1012,704,2/18/2024,5,0,Cancelled
1013,705,2/23/2025,4,10,Delivered
1014,706,9/28/2025,4,10,Cancelled
1015,707,1/16/2024,3,0,Delivered
1016,708,2/6/2024,3,10,Delivered
1017,709,4/14/2024,4,5,Delivered
1018,710,3/26/2024,4,10,Delivered
1019,711,6/1/2025,3,0,Delivered
1020,712,8/13/2024,1,15,Cancelled
1021,713,12/7/2024,4,0,Delivered
1022,714,6/15/2024,5,0,Delivered
1023,715,1/17/2025,4,10,Cancelled
1024,715,5/25/2025,6,10,Cancelled
1025,716,1/14/2025,3,5,Delivered
1026,717,4/15/2025,3,5,Returned
1027,718,10/4/2025,2,0,Delivered
1028,719,2/1/2024,1,5,Delivered
1029,720,1/9/2025,7,15,Delivered
1030,721,1/11/2024,8,0,Delivered
1031,721,5/11/2024,4,0,Delivered
1032,721,7/19/2024,6,0,Delivered
1033,721,8/6/2024,6,10,Delivered
1034,722,10/28/2024,2,0,Delivered
1035,722,11/4/2024,8,0,Delivered
1036,723,4/5/2024,1,5,Delivered
1037,724,7/10/2024,3,0,Returned
1038,724,9/21/2024,5,10,Delivered
1039,724,11/4/2024,7,10,Delivered
1040,725,3/30/2025,1,5,Returned
1041,725,4/5/2025,6,0,Delivered
1042,726,7/14/2024,6,0,Delivered
1043,726,7/24/2024,4,10,Delivered
1044,727,5/3/2025,4,0,Delivered
1045,728,9/23/2024,6,0,Delivered
1046,728,9/24/2024,2,10,Delivered
1047,729,3/2/2025,6,5,Delivered
1048,729,4/19/2025,2,10,Delivered
1049,729,5/5/2025,9,5,Delivered
1050,730,5/7/2024,8,0,Delivered
1051,731,8/29/2024,5,5,Delivered
1052,732,12/24/2024,6,10,Delivered
1053,732,2/20/2025,3,0,Delivered
1054,733,4/24/2024,6,20,Returned
1055,734,3/23/2025,4,0,Delivered
1056,735,12/12/2024,2,0,Cancelled
1057,736,5/28/2024,7,0,Returned
1058,736,6/23/2024,6,10,Delivered
1059,737,3/5/2024,1,5,Delivered
1060,737,3/18/2024,5,0,Cancelled
1061,738,9/6/2024,6,0,Delivered
1062,739,5/5/2025,6,5,Delivered
1063,739,5/12/2025,3,10,Cancelled
1064,740,3/14/2025,2,0,Delivered
1065,741,4/15/2024,5,0,Delivered
1066,741,6/6/2024,6,10,Delivered
1067,742,7/2/2024,6,0,Delivered
1068,743,7/2/2024,4,5,Delivered
1069,744,8/14/2024,4,0,Delivered
1070,744,10/16/2024,2,5,Returned
1071,745,4/1/2024,1,5,Delivered
1072,746,6/16/2025,5,20,Cancelled
1073,747,1/5/2025,5,0,Delivered
1074,748,2/3/2025,3,15,Delivered
1075,749,4/15/2024,4,15,Cancelled
1076,749,4/21/2024,5,5,Cancelled
1077,749,5/1/2024,5,0,Delivered
1078,750,9/28/2024,4,0,Delivered
1079,751,5/20/2025,3,0,Delivered
1080,751,6/17/2025,8,0,Cancelled
1081,752,6/9/2025,4,5,Delivered
1082,752,6/19/2025,4,5,Delivered
1083,752,10/15/2025,6,0,Delivered
1084,753,2/4/2024,6,0,Delivered
1085,754,1/27/2025,5,5,Returned
1086,755,2/10/2024,5,20,Cancelled
1087,756,10/25/2025,5,15,Delivered
1088,756,11/6/2025,4,5,Delivered
1089,756,11/15/2025,3,0,Delivered
1090,757,8/5/2024,5,5,Cancelled
1091,758,3/23/2024,11,0,Delivered
1092,758,9/20/2024,4,5,Cancelled
1093,758,11/3/2024,7,5,Delivered
1094,758,1/15/2025,5,0,Delivered
1095,759,7/23/2024,7,0,Delivered
1096,759,8/13/2024,2,0,Returned
1097,759,8/26/2024,1,5,Delivered
1098,760,3/22/2025,1,5,Delivered
1099,760,6/28/2025,4,20,Delivered
1100,760,7/12/2025,3,0,Cancelled
1101,761,3/6/2025,6,0,Returned
1102,762,2/10/2024,1,10,Delivered
1103,763,8/1/2024,6,5,Delivered
1104,764,3/19/2025,2,0,Delivered
1105,764,3/24/2025,4,0,Delivered
1106,764,3/25/2025,6,15,Delivered
1107,764,4/18/2025,1,5,Delivered
1108,765,11/24/2024,2,5,Delivered
1109,765,1/20/2025,6,10,Returned
1110,766,8/14/2024,5,10,Delivered
1111,767,2/17/2024,6,10,Delivered
1112,768,1/22/2024,2,15,Delivered
1113,769,3/14/2025,8,10,Delivered
1114,769,3/22/2025,4,0,Delivered
1115,770,7/6/2024,1,0,Delivered
1116,770,7/13/2024,8,0,Returned
1117,771,12/12/2024,4,0,Delivered
1118,772,8/11/2024,7,5,Delivered
1119,773,5/6/2025,5,0,Delivered
1120,774,8/16/2024,4,15,Returned
1121,774,8/23/2024,4,0,Delivered
1122,775,1/28/2025,1,0,Delivered
1123,776,8/13/2025,6,0,Delivered
1124,776,10/2/2025,3,0,Delivered
1125,776,10/25/2025,1,10,Delivered
1126,776,11/25/2025,7,0,Delivered
1127,777,7/7/2024,4,5,Cancelled
1128,777,7/28/2024,1,20,Delivered
1129,778,9/26/2024,2,0,Delivered
1130,779,8/31/2025,2,0,Delivered
1131,780,11/6/2024,4,0,Delivered
1132,781,5/12/2024,8,10,Delivered
1133,782,7/7/2025,7,0,Delivered
1134,782,7/12/2025,6,20,Delivered
1135,783,3/15/2024,1,0,Delivered
1136,784,7/6/2024,3,0,Cancelled
1137,784,7/13/2024,2,5,Delivered
1138,784,7/30/2024,1,15,Returned
1139,785,5/2/2025,4,5,Delivered
1140,786,7/12/2024,3,20,Returned
1141,787,2/27/2025,6,5,Delivered
1142,788,5/2/2024,3,0,Delivered
1143,788,6/8/2024,4,0,Delivered
1144,788,6/18/2024,3,5,Returned
1145,789,8/11/2024,6,0,Returned
1146,790,2/22/2024,3,0,Delivered
1147,790,2/24/2024,4,5,Delivered
1148,790,2/28/2024,5,15,Delivered
1149,791,3/26/2025,4,15,Delivered
1150,792,2/18/2025,3,0,Delivered
1151,792,6/7/2025,1,5,Delivered
1152,793,10/5/2025,3,0,Delivered
1153,794,8/27/2024,3,0,Delivered
1154,795,2/9/2025,1,5,Delivered
1155,796,8/30/2025,3,0,Delivered
1156,796,10/18/2025,6,5,Delivered
1157,796,11/8/2025,7,10,Delivered
1158,797,3/1/2025,1,0,Delivered
1159,797,3/21/2025,4,0,Delivered
1160,798,9/3/2024,5,0,Delivered
1161,799,3/13/2024,3,10,Delivered
1162,800,7/7/2024,1,5,Cancelled
1163,800,12/17/2024,4,0,Cancelled
1164,801,1/8/2024,2,5,Delivered
1165,801,1/17/2024,2,5,Delivered
1166,802,7/25/2024,6,5,Delivered
1167,803,6/27/2025,3,20,Delivered
1168,804,9/5/2025,4,10,Delivered
1169,804,10/3/2025,3,0,Delivered
1170,805,1/23/2025,1,5,Delivered
1171,805,3/25/2025,6,10,Cancelled
1172,806,3/16/2024,7,15,Delivered
1173,807,6/25/2024,6,5,Delivered
1174,808,12/17/2024,7,10,Cancelled
1175,809,9/12/2024,6,20,Delivered
1176,809,9/16/2024,3,0,Delivered
1177,810,11/3/2024,2,0,Delivered
1178,811,12/13/2024,8,0,Delivered
1179,812,5/8/2024,5,0,Returned
1180,812,6/10/2024,11,0,Delivered
1181,813,10/14/2024,3,0,Delivered
1182,813,11/12/2024,6,5,Delivered
1183,814,8/22/2025,2,0,Cancelled
1184,814,10/13/2025,3,15,Cancelled
1185,815,5/3/2025,3,0,Delivered
1186,816,1/20/2025,1,15,Delivered
1187,816,1/23/2025,1,15,Returned
1188,816,3/9/2025,2,0,Delivered
1189,817,2/9/2025,4,0,Delivered
1190,818,1/26/2025,8,5,Delivered
1191,818,2/2/2025,4,5,Delivered
1192,819,6/9/2025,6,15,Delivered
1193,820,7/12/2025,7,20,Delivered
1194,820,8/3/2025,5,10,Delivered
1195,821,10/3/2025,3,5,Cancelled
1196,822,9/19/2025,5,15,Delivered
1197,823,10/3/2024,6,0,Returned
1198,824,5/17/2025,7,10,Delivered
1199,825,12/3/2024,6,0,Delivered
1200,826,4/25/2025,2,5,Delivered
1201,826,5/2/2025,7,15,Delivered
1202,827,10/2/2024,1,0,Delivered
1203,827,10/13/2024,4,5,Delivered
1204,828,3/2/2024,7,0,Cancelled
1205,829,11/25/2024,6,0,Returned
1206,829,1/14/2025,6,0,Delivered
1207,830,4/19/2024,8,15,Delivered
1208,831,10/6/2024,3,10,Delivered
1209,832,11/23/2024,3,0,Returned
1210,833,11/13/2024,1,15,Returned
1211,834,4/18/2025,3,0,Delivered
1212,835,4/23/2024,1,0,Delivered
1213,836,8/18/2024,6,0,Delivered
1214,837,5/12/2025,8,0,Delivered
1215,838,6/8/2024,1,10,Delivered
1216,839,4/18/2025,4,10,Cancelled
1217,839,4/22/2025,7,10,Delivered
1218,840,9/29/2024,3,15,Returned
1219,840,10/16/2024,3,0,Delivered
1220,841,1/3/2024,2,15,Delivered
1221,842,5/25/2025,1,0,Cancelled
1222,842,5/30/2025,7,20,Delivered
1223,843,10/16/2024,6,10,Delivered
1224,844,1/15/2024,4,0,Delivered
1225,844,4/19/2024,1,5,Cancelled
1226,844,4/29/2024,3,0,Delivered
1227,845,8/30/2025,5,0,Delivered
1228,845,10/26/2025,5,0,Delivered
1229,846,5/13/2025,3,0,Delivered
1230,847,8/26/2024,4,15,Returned
1231,848,4/3/2024,2,0,Delivered
1232,849,12/4/2024,3,5,Delivered
1233,849,12/10/2024,4,5,Returned
1234,850,6/23/2024,3,5,Delivered
1235,851,8/30/2025,6,10,Delivered
1236,851,12/8/2025,6,5,Delivered
1237,852,10/24/2025,2,0,Delivered
1238,853,9/19/2025,7,0,Delivered
1239,854,7/24/2025,3,10,Cancelled
1240,854,12/6/2025,7,0,Delivered
1241,855,4/15/2025,6,0,Delivered
1242,855,5/23/2025,5,20,Delivered
1243,856,9/20/2025,4,10,Delivered
1244,857,5/26/2024,5,0,Delivered
1245,857,6/3/2024,1,0,Delivered
1246,858,7/20/2024,3,5,Delivered
1247,858,8/20/2024,2,5,Delivered
1248,858,10/14/2024,4,5,Delivered
1249,858,10/18/2024,5,0,Delivered
1250,859,7/2/2024,6,5,Delivered
1251,860,12/31/2024,5,20,Delivered
1252,860,2/15/2025,2,5,Returned
1253,860,3/5/2025,4,0,Delivered
1254,861,4/25/2025,6,0,Delivered
1255,861,8/8/2025,1,0,Delivered
1256,861,8/29/2025,6,5,Delivered
1257,862,7/18/2025,9,10,Delivered
1258,862,8/25/2025,6,10,Delivered
1259,862,10/29/2025,1,5,Delivered
1260,863,4/15/2025,2,20,Delivered
1261,863,5/3/2025,3,0,Delivered
1262,864,1/19/2025,5,5,Delivered
1263,865,2/24/2025,5,0,Delivered
1264,865,2/26/2025,1,15,Returned
1265,866,11/3/2024,4,5,Delivered
1266,867,10/13/2025,5,5,Cancelled
1267,868,1/3/2025,5,10,Delivered
1268,869,1/5/2024,2,10,Delivered
1269,870,2/14/2024,1,5,Delivered
1270,871,4/7/2024,2,10,Cancelled
1271,872,9/25/2024,5,0,Delivered
1272,873,5/19/2024,8,5,Delivered
1273,873,7/17/2024,7,0,Delivered
1274,874,4/26/2025,4,10,Delivered
1275,875,8/26/2024,3,15,Returned
1276,876,3/16/2024,1,10,Delivered
1277,877,11/1/2025,1,10,Delivered
1278,878,7/12/2024,4,20,Returned
1279,878,7/16/2024,7,5,Delivered
1280,879,9/25/2024,1,10,Delivered
1281,880,11/16/2024,6,10,Delivered
1282,881,4/19/2024,6,0,Delivered
1283,882,8/23/2024,2,5,Delivered
1284,883,2/11/2024,3,5,Returned
1285,883,4/8/2024,4,5,Returned
1286,884,5/20/2024,4,0,Delivered
1287,884,10/14/2024,5,5,Delivered
1288,885,9/9/2025,2,0,Delivered
1289,886,10/3/2024,4,10,Delivered
1290,886,10/4/2024,2,10,Delivered
1291,887,4/27/2025,3,10,Delivered
1292,888,2/23/2025,1,0,Delivered
1293,889,5/22/2025,4,10,Delivered
1294,890,3/3/2025,4,0,Delivered
1295,890,3/14/2025,4,0,Delivered
1296,891,2/14/2025,8,0,Delivered
1297,892,7/21/2025,3,5,Delivered
1298,893,1/25/2025,1,0,Returned
1299,894,12/11/2024,4,20,Delivered
1300,895,9/7/2025,4,5,Cancelled
1301,896,5/10/2025,5,0,Returned
1302,896,5/16/2025,1,0,Delivered
1303,896,7/18/2025,1,0,Delivered
1304,896,9/1/2025,5,0,Delivered
1305,896,9/13/2025,4,0,Returned
1306,896,12/2/2025,4,5,Returned
1307,896,12/22/2025,1,10,Delivered
1308,897,7/13/2024,5,15,Delivered
1309,898,5/14/2025,4,0,Delivered
1310,898,5/23/2025,5,10,Delivered
1311,898,6/6/2025,1,5,Delivered
1312,899,8/20/2024,8,5,Delivered
1313,899,9/3/2024,3,5,Delivered
1314,900,8/18/2024,4,5,Delivered
1315,901,1/8/2025,4,0,Cancelled
1316,902,5/20/2024,3,20,Cancelled
1317,903,5/31/2024,2,5,Delivered
1318,904,4/28/2024,5,5,Delivered
1319,905,3/29/2025,5,5,Delivered
1320,905,5/2/2025,5,10,Returned
1321,906,3/5/2024,1,0,Delivered
1322,906,5/20/2024,4,0,Delivered
1323,906,6/17/2024,2,10,Delivered
1324,907,4/17/2024,9,20,Delivered
1325,907,4/19/2024,2,0,Delivered
1326,908,10/30/2025,6,5,Delivered
1327,908,12/8/2025,6,0,Delivered
1328,909,10/2/2024,4,0,Delivered
1329,909,10/15/2024,6,15,Delivered
1330,910,1/9/2024,1,0,Delivered
1331,911,5/26/2024,5,0,Delivered
1332,912,7/2/2024,4,10,Returned
1333,913,1/30/2024,6,5,Delivered
1334,914,7/6/2025,8,0,Delivered
1335,915,4/30/2024,6,0,Delivered
1336,916,10/20/2024,1,0,Delivered
1337,917,1/7/2025,3,5,Delivered
1338,918,9/3/2024,3,5,Delivered
1339,918,9/19/2024,3,10,Delivered
1340,918,10/11/2024,3,5,Delivered
1341,919,8/5/2025,4,0,Delivered
1342,920,8/5/2024,2,0,Cancelled
1343,921,6/29/2024,6,0,Delivered
1344,921,6/30/2024,5,20,Cancelled
1345,921,8/9/2024,2,0,Delivered
1346,922,10/25/2024,5,15,Delivered
1347,923,3/1/2024,1,0,Delivered
1348,923,3/4/2024,5,10,Delivered
1349,924,9/28/2024,9,10,Delivered
1350,925,11/6/2024,3,0,Returned
1351,926,7/24/2025,5,0,Delivered
1352,927,10/18/2024,3,0,Delivered
1353,928,4/17/2024,4,0,Delivered
1354,929,8/19/2024,4,0,Delivered
1355,930,9/6/2024,4,10,Delivered
1356,930,9/19/2024,4,15,Delivered
1357,931,5/12/2025,1,0,Returned
1358,931,5/17/2025,3,5,Delivered
1359,932,3/23/2024,8,15,Delivered
1360,933,7/6/2024,1,5,Returned
1361,933,7/18/2024,3,15,Delivered
1362,934,9/9/2024,5,0,Cancelled
1363,935,12/21/2024,3,5,Delivered
1364,936,7/29/2024,1,15,Delivered
1365,937,8/31/2025,4,0,Delivered
1366,937,10/9/2025,4,0,Cancelled
1367,938,3/22/2025,7,20,Returned
1368,938,6/18/2025,2,10,Delivered
1369,939,4/8/2025,4,15,Delivered
1370,940,4/19/2025,4,0,Delivered
1371,940,4/22/2025,1,20,Returned
1372,941,1/4/2025,3,0,Delivered
1373,941,3/7/2025,6,5,Delivered
1374,942,5/6/2025,7,0,Delivered
1375,943,5/19/2024,5,5,Delivered
1376,944,1/2/2025,4,0,Delivered
1377,944,1/8/2025,8,15,Delivered
