customer_id,signup_date,acquisition_channel,age_group,city
626,7/25/2024,Organic,25-34,Mansoura
627,10/22/2024,Organic,55+,Mansoura
628,4/27/2024,Email,35-44,Tanta
629,6/15/2025,Paid Search,25-34,Cairo
630,8/9/2024,Paid Search,35-44,Cairo
631,6/14/2024,Social,18-24,Giza
632,10/4/2025,Referral,55+,Alexandria
633,6/4/2024,Organic,35-44,Tanta
634,7/2/2024,Organic,25-34,Giza
635,3/30/2024,Paid Search,35-44,Alexandria
636,4/3/2024,Organic,18-24,Alexandria
637,1/13/2024,Organic,55+,Cairo
638,3/13/2025,Paid Search,25-34,Alexandria
639,6/21/2025,Paid Search,35-44,Tanta
640,8/9/2025,Organic,25-34,Cairo
641,5/29/2024,Paid Search,35-44,Alexandria
642,10/21/2025,Organic,45-54,Alexandria
643,1/8/2024,Paid Search,35-44,Cairo
644,1/29/2024,Organic,35-44,Cairo
645,10/22/2024,Paid Search,45-54,Aswan
646,10/1/2025,Referral,18-24,Giza
647,12/5/2024,Social,25-34,Cairo
648,9/19/2025,Social,25-34,Cairo
649,3/14/2025,Email,55+,Alexandria
650,5/23/2024,Organic,25-34,Alexandria
651,6/2/2025,Paid Search,35-44,Alexandria
652,2/14/2024,Organic,35-44,Cairo
653,8/26/2024,Social,25-34,Tanta
654,6/3/2024,Email,25-34,Giza
655,6/29/2024,Organic,25-34,Giza
656,8/2/2024,Paid Search,25-34,Giza
657,3/28/2024,Paid Search,25-34,Giza
658,9/12/2024,Organic,18-24,Tanta
659,5/25/2025,Social,45-54,Aswan
660,3/13/2024,Social,55+,Giza
661,6/27/2024,Organic,25-34,Tanta
662,7/30/2024,Referral,25-34,Mansoura
663,8/21/2024,Social,18-24,Aswan
664,4/9/2025,Paid Search,35-44,Cairo
665,8/10/2024,Paid Search,45-54,Alexandria
666,9/22/2025,Paid Search,18-24,Cairo
667,9/20/2024,Paid Search,25-34,Tanta
668,7/25/2024,Paid Search,45-54,Cairo
669,8/29/2025,Paid Search,35-44,Alexandria
670,12/31/2024,Paid Search,18-24,Giza
671,10/2/2024,Paid Search,35-44,Giza
672,1/14/2025,Referral,25-34,Alexandria
673,11/4/2024,Paid Search,25-34,Tanta
674,9/22/2025,Organic,45-54,Alexandria
675,9/24/2024,Organic,45-54,Tanta
676,3/4/2024,Referral,25-34,Cairo
677,12/15/2024,Paid Search,55+,Alexandria
678,5/8/2025,Organic,25-34,Giza
679,6/6/2025,Referral,45-54,Cairo
680,4/7/2024,Referral,35-44,Alexandria
681,3/11/2024,Email,45-54,Alexandria
682,12/29/2024,Paid Search,55+,Alexandria
683,7/23/2025,Paid Search,18-24,Mansoura
684,10/2/2024,Social,55+,Alexandria
685,2/19/2024,Referral,45-54,Cairo
686,12/23/2024,Social,45-54,Cairo
687,7/17/2025,Social,25-34,Alexandria
688,4/29/2025,Paid Search,45-54,Cairo
689,3/24/2024,Email,45-54,Cairo
690,9/29/2025,Paid Search,25-34,Giza
691,8/6/2025,Organic,55+,Alexandria
692,10/22/2024,Organic,18-24,Giza
693,8/23/2024,Organic,18-24,Mansoura
694,2/25/2024,Paid Search,35-44,Alexandria
695,12/25/2024,Paid Search,35-44,Giza
696,4/19/2024,Social,35-44,Mansoura
697,7/10/2024,Paid Search,18-24,Alexandria
698,4/2/2024,Social,55+,Alexandria
699,7/21/2025,Paid Search,18-24,Alexandria
700,2/29/2024,Organic,18-24,Cairo
701,10/11/2025,Organic,18-24,Mansoura
702,2/8/2024,Paid Search,35-44,Giza
703,6/23/2025,Organic,55+,Aswan
704,2/18/2024,Paid Search,35-44,Tanta
705,2/23/2025,Paid Search,45-54,Alexandria
706,9/28/2025,Referral,18-24,Cairo
707,1/13/2024,Organic,35-44,Cairo
708,2/5/2024,Email,25-34,Giza
709,4/10/2024,Paid Search,35-44,Giza
710,3/26/2024,Social,18-24,Cairo
711,5/30/2025,Email,35-44,Alexandria
712,8/10/2024,Social,35-44,Cairo
713,12/3/2024,Organic,45-54,Aswan
714,6/14/2024,Organic,35-44,Cairo
715,1/17/2025,Organic,18-24,Aswan
716,1/10/2025,Referral,35-44,Aswan
717,4/15/2025,Email,25-34,Alexandria
718,10/3/2025,Referral,45-54,Mansoura
719,1/31/2024,Paid Search,35-44,Giza
720,1/9/2025,Social,25-34,Alexandria
721,1/11/2024,Referral,55+,Giza
722,10/28/2024,Paid Search,35-44,Giza
723,4/5/2024,Paid Search,18-24,Alexandria
724,7/8/2024,Email,35-44,Giza
725,3/28/2025,Social,25-34,Alexandria
726,7/10/2024,Email,45-54,Cairo
727,4/30/2025,Paid Search,45-54,Giza
728,9/22/2024,Email,55+,Cairo
729,2/27/2025,Paid Search,35-44,Cairo
730,5/7/2024,Paid Search,25-34,Cairo
731,8/25/2024,Paid Search,45-54,Cairo
732,12/20/2024,Email,18-24,Cairo
733,4/21/2024,Social,35-44,Tanta
734,3/21/2025,Organic,35-44,Cairo
735,12/8/2024,Organic,18-24,Alexandria
736,5/24/2024,Referral,25-34,Cairo
737,3/5/2024,Organic,45-54,Tanta
738,9/3/2024,Email,45-54,Giza
739,5/4/2025,Organic,18-24,Giza
740,3/14/2025,Organic,18-24,Alexandria
741,4/15/2024,Organic,25-34,Giza
742,6/29/2024,Paid Search,45-54,Alexandria
743,7/2/2024,Email,18-24,Cairo
744,8/13/2024,Organic,35-44,Aswan
745,3/29/2024,Paid Search,18-24,Giza
746,6/13/2025,Referral,35-44,Giza
747,1/5/2025,Organic,25-34,Mansoura
748,2/2/2025,Social,45-54,Giza
749,4/15/2024,Referral,25-34,Tanta
750,9/27/2024,Social,35-44,Giza
751,5/17/2025,Paid Search,25-34,Mansoura
752,6/8/2025,Referral,35-44,Cairo
753,2/1/2024,Social,45-54,Tanta
754,1/27/2025,Organic,18-24,Mansoura
755,2/9/2024,Paid Search,45-54,Cairo
756,10/21/2025,Email,35-44,Cairo
757,8/5/2024,Social,18-24,Giza
758,3/22/2024,Organic,25-34,Aswan
759,7/19/2024,Referral,25-34,Cairo
760,3/22/2025,Email,35-44,Giza
761,3/3/2025,Paid Search,45-54,Cairo
762,2/7/2024,Paid Search,18-24,Giza
763,7/29/2024,Paid Search,35-44,Alexandria
764,3/19/2025,Email,45-54,Aswan
765,11/22/2024,Paid Search,55+,Alexandria
766,8/14/2024,Social,35-44,Tanta
767,2/17/2024,Email,55+,Alexandria
768,1/18/2024,Referral,35-44,Cairo
769,3/14/2025,Organic,25-34,Giza
770,7/5/2024,Email,45-54,Alexandria
771,12/10/2024,Paid Search,35-44,Aswan
772,8/11/2024,Email,35-44,Tanta
773,5/2/2025,Paid Search,35-44,Cairo
774,8/16/2024,Organic,45-54,Cairo
775,1/24/2025,Email,45-54,Cairo
776,8/11/2025,Paid Search,25-34,Aswan
777,7/6/2024,Paid Search,25-34,Tanta
778,9/26/2024,Social,35-44,Mansoura
779,8/29/2025,Social,35-44,Giza
780,11/5/2024,Social,25-34,Alexandria
781,5/11/2024,Social,45-54,Giza
782,7/4/2025,Social,35-44,Cairo
783,3/12/2024,Paid Search,25-34,Alexandria
784,7/5/2024,Organic,18-24,Cairo
785,4/30/2025,Paid Search,25-34,Cairo
786,7/9/2024,Referral,55+,Tanta
787,2/25/2025,Social,25-34,Mansoura
788,4/29/2024,Organic,25-34,Giza
789,8/7/2024,Organic,25-34,Alexandria
790,2/22/2024,Referral,25-34,Giza
791,3/26/2025,Paid Search,18-24,Mansoura
792,2/15/2025,Social,25-34,Mansoura
793,10/4/2025,Organic,35-44,Mansoura
794,8/24/2024,Social,35-44,Mansoura
795,2/9/2025,Paid Search,25-34,Cairo
796,8/30/2025,Referral,25-34,Giza
797,2/25/2025,Referral,55+,Giza
798,9/3/2024,Social,25-34,Giza
799,3/12/2024,Social,25-34,Mansoura
800,7/3/2024,Referral,25-34,Giza
801,1/6/2024,Social,25-34,Cairo
802,7/24/2024,Paid Search,45-54,Giza
803,6/27/2025,Social,25-34,Aswan
804,9/2/2025,Social,35-44,Cairo
805,1/21/2025,Organic,18-24,Alexandria
806,3/16/2024,Social,25-34,Giza
807,6/25/2024,Referral,45-54,Cairo
808,12/14/2024,Referral,25-34,Giza
809,9/11/2024,Organic,35-44,Mansoura
810,11/3/2024,Paid Search,25-34,Alexandria
811,12/10/2024,Referral,45-54,Tanta
812,5/6/2024,Email,18-24,Cairo
813,10/13/2024,Paid Search,45-54,Cairo
814,8/18/2025,Referral,25-34,Aswan
815,5/1/2025,Referral,45-54,Giza
816,1/17/2025,Organic,25-34,Alexandria
817,2/9/2025,Social,35-44,Mansoura
818,1/22/2025,Organic,25-34,Giza
819,6/8/2025,Paid Search,55+,Mansoura
820,7/10/2025,Organic,18-24,Cairo
821,9/30/2025,Email,25-34,Cairo
822,9/17/2025,Paid Search,35-44,Cairo
823,10/2/2024,Organic,18-24,Tanta
824,5/14/2025,Organic,25-34,Cairo
825,12/2/2024,Organic,55+,Mansoura
826,4/25/2025,Referral,55+,Aswan
827,9/29/2024,Organic,25-34,Alexandria
828,2/27/2024,Organic,55+,Alexandria
829,11/23/2024,Social,35-44,Giza
830,4/18/2024,Organic,25-34,Giza
831,10/5/2024,Paid Search,35-44,Giza
832,11/23/2024,Organic,35-44,Alexandria
833,11/10/2024,Paid Search,55+,Aswan
834,4/18/2025,Paid Search,25-34,Aswan
835,4/20/2024,Organic,35-44,Tanta
836,8/16/2024,Organic,18-24,Tanta
837,5/11/2025,Referral,18-24,Giza
838,6/4/2024,Organic,18-24,Alexandria
839,4/17/2025,Social,55+,Tanta
840,9/28/2024,Social,45-54,Giza
841,1/2/2024,Paid Search,45-54,Aswan
842,5/25/2025,Social,35-44,Giza
843,10/12/2024,Paid Search,25-34,Alexandria
844,1/13/2024,Referral,25-34,Mansoura
845,8/30/2025,Paid Search,25-34,Aswan
846,5/12/2025,Organic,25-34,Cairo
847,8/25/2024,Paid Search,45-54,Mansoura
848,4/3/2024,Referral,35-44,Alexandria
849,12/3/2024,Organic,18-24,Cairo
850,6/19/2024,Social,18-24,Mansoura
851,8/28/2025,Paid Search,18-24,Alexandria
852,10/22/2025,Email,25-34,Alexandria
853,9/15/2025,Paid Search,55+,Giza
854,7/20/2025,Referral,35-44,Giza
855,4/11/2025,Paid Search,45-54,Alexandria
856,9/19/2025,Paid Search,25-34,Giza
857,5/22/2024,Paid Search,25-34,Cairo
858,7/19/2024,Organic,18-24,Aswan
859,6/28/2024,Social,45-54,Alexandria
860,12/29/2024,Paid Search,45-54,Mansoura
861,4/23/2025,Email,25-34,Giza
862,7/18/2025,Organic,35-44,Giza
863,4/15/2025,Organic,35-44,Giza
864,1/18/2025,Organic,35-44,Giza
865,2/20/2025,Organic,55+,Alexandria
866,11/3/2024,Social,35-44,Alexandria
867,10/10/2025,Paid Search,35-44,Giza
868,1/1/2025,Paid Search,18-24,Cairo
869,1/1/2024,Referral,18-24,Giza
870,2/13/2024,Referral,25-34,Cairo
871,4/7/2024,Organic,18-24,Cairo
872,9/21/2024,Paid Search,45-54,Aswan
873,5/19/2024,Social,35-44,Alexandria
874,4/25/2025,Organic,18-24,Alexandria
875,8/24/2024,Paid Search,45-54,Giza
876,3/12/2024,Paid Search,25-34,Aswan
877,10/28/2025,Social,25-34,Alexandria
878,7/8/2024,Social,25-34,Mansoura
879,9/24/2024,Paid Search,25-34,Giza
880,11/16/2024,Paid Search,25-34,Aswan
881,4/16/2024,Paid Search,35-44,Tanta
882,8/19/2024,Social,25-34,Tanta
883,2/11/2024,Paid Search,55+,Cairo
884,5/18/2024,Paid Search,18-24,Cairo
885,9/6/2025,Email,18-24,Cairo
886,9/29/2024,Paid Search,18-24,Cairo
887,4/25/2025,Social,35-44,Tanta
888,2/19/2025,Paid Search,18-24,Cairo
889,5/20/2025,Paid Search,45-54,Cairo
890,2/27/2025,Paid Search,35-44,Cairo
891,2/10/2025,Social,35-44,Cairo
892,7/21/2025,Email,35-44,Cairo
893,1/24/2025,Email,25-34,Mansoura
894,12/7/2024,Organic,25-34,Alexandria
895,9/5/2025,Social,25-34,Cairo
896,5/7/2025,Paid Search,35-44,Giza
897,7/10/2024,Paid Search,25-34,Giza
898,5/13/2025,Referral,18-24,Cairo
899,8/20/2024,Paid Search,55+,Alexandria
900,8/14/2024,Paid Search,18-24,Mansoura
901,1/5/2025,Paid Search,45-54,Mansoura
902,5/18/2024,Paid Search,45-54,Mansoura
903,5/28/2024,Paid Search,25-34,Cairo
904,4/24/2024,Social,18-24,Aswan
905,3/25/2025,Organic,18-24,Tanta
906,3/3/2024,Referral,35-44,Aswan
907,4/13/2024,Email,35-44,Cairo
908,10/29/2025,Organic,45-54,Aswan
909,9/29/2024,Paid Search,55+,Tanta
910,1/6/2024,Organic,35-44,Tanta
911,5/26/2024,Social,25-34,Cairo
912,7/2/2024,Paid Search,25-34,Mansoura
913,1/28/2024,Social,45-54,Aswan
914,7/3/2025,Organic,25-34,Alexandria
915,4/28/2024,Social,18-24,Alexandria
916,10/19/2024,Organic,35-44,Aswan
917,1/5/2025,Paid Search,25-34,Giza
918,8/31/2024,Referral,55+,Alexandria
919,8/2/2025,Email,35-44,Giza
920,8/5/2024,Paid Search,18-24,Aswan
921,6/25/2024,Referral,55+,Cairo
922,10/25/2024,Organic,25-34,Alexandria
923,2/27/2024,Referral,25-34,Mansoura
924,9/25/2024,Email,25-34,Mansoura
925,11/3/2024,Organic,18-24,Alexandria
926,7/23/2025,Paid Search,35-44,Aswan
927,10/14/2024,Paid Search,18-24,Aswan
928,4/14/2024,Social,25-34,Cairo
929,8/15/2024,Social,25-34,Giza
930,9/3/2024,Paid Search,45-54,Cairo
931,5/8/2025,Paid Search,45-54,Giza
932,3/23/2024,Email,25-34,Alexandria
933,7/4/2024,Referral,25-34,Aswan
934,9/8/2024,Organic,25-34,Tanta
935,12/20/2024,Paid Search,25-34,Cairo
936,7/28/2024,Paid Search,45-54,Cairo
937,8/31/2025,Paid Search,35-44,Alexandria
938,3/22/2025,Referral,25-34,Alexandria
939,4/4/2025,Paid Search,25-34,Cairo
940,4/16/2025,Social,18-24,Tanta
941,1/4/2025,Paid Search,35-44,Aswan
942,5/6/2025,Social,18-24,Giza
943,5/16/2024,Social,55+,Tanta
944,1/1/2025,Email,45-54,Giza
945,7/2/2024,Paid Search,25-34,Mansoura
946,8/10/2025,Paid Search,35-44,Giza
947,10/13/2024,Paid Search,55+,Cairo
948,4/16/2025,Referral,35-44,Aswan
949,1/9/2025,Referral,25-34,Giza
950,10/15/2025,Social,25-34,Mansoura
951,6/20/2025,Social,45-54,Giza
952,5/25/2025,Social,35-44,Cairo
953,8/1/2025,Paid Search,35-44,Cairo
954,9/6/2024,Referral,45-54,Giza
955,5/24/2025,Organic,45-54,Mansoura
956,9/21/2025,Organic,55+,Giza
957,3/13/2024,Organic,18-24,Mansoura
958,10/8/2024,Paid Search,35-44,Mansoura
959,12/25/2024,Paid Search,45-54,Mansoura
960,1/10/2024,Social,45-54,Giza
961,7/29/2024,Paid Search,35-44,Aswan
962,5/31/2024,Social,25-34,Giza
963,1/5/2024,Paid Search,45-54,Giza
964,7/13/2024,Organic,35-44,Cairo
965,10/9/2024,Paid Search,18-24,Giza
966,4/8/2025,Organic,25-34,Cairo
967,4/22/2024,Social,25-34,Alexandria
968,9/27/2024,Paid Search,25-34,Cairo
969,6/11/2024,Social,18-24,Giza
970,4/4/2025,Organic,25-34,Mansoura
971,4/14/2024,Social,35-44,Giza
972,7/9/2025,Referral,35-44,Cairo
973,10/8/2024,Social,35-44,Cairo
974,6/10/2024,Paid Search,45-54,Mansoura
975,12/16/2024,Paid Search,25-34,Cairo
976,3/9/2025,Paid Search,18-24,Giza
977,5/19/2024,Social,45-54,Alexandria
978,4/15/2025,Paid Search,25-34,Mansoura
979,5/11/2024,Organic,55+,Alexandria
980,3/27/2024,Social,45-54,Tanta
981,7/1/2024,Organic,35-44,Cairo
982,1/2/2025,Email,55+,Cairo
983,5/8/2024,Paid Search,18-24,Cairo
984,9/2/2024,Paid Search,25-34,Cairo
985,8/23/2025,Social,35-44,Cairo
986,7/31/2025,Organic,25-34,Giza
987,10/31/2025,Social,55+,Alexandria
988,1/12/2025,Organic,18-24,Alexandria
989,5/28/2024,Paid Search,35-44,Giza
990,3/8/2025,Email,35-44,Mansoura
991,9/19/2025,Email,35-44,Giza
992,4/13/2025,Social,25-34,Cairo
993,3/21/2025,Paid Search,25-34,Alexandria
994,4/25/2025,Social,45-54,Cairo
995,10/20/2024,Organic,25-34,Cairo
996,5/22/2024,Paid Search,45-54,Giza
997,9/6/2024,Referral,35-44,Aswan
998,10/28/2024,Paid Search,45-54,Mansoura
999,1/25/2024,Referral,35-44,Cairo
1000,3/10/2024,Organic,25-34,Tanta
1001,9/16/2025,Paid Search,35-44,Mansoura
1002,4/21/2024,Social,45-54,Alexandria
1003,12/29/2024,Referral,25-34,Tanta
1004,10/29/2024,Social,55+,Giza
1005,4/15/2025,Email,25-34,Cairo
1006,3/31/2024,Social,18-24,Alexandria
1007,6/13/2025,Social,25-34,Alexandria
1008,10/22/2025,Email,55+,Alexandria
1009,10/24/2025,Paid Search,25-34,Alexandria
1010,7/10/2024,Organic,45-54,Aswan
1011,7/5/2025,Paid Search,45-54,Aswan
1012,8/29/2024,Referral,25-34,Tanta
1013,5/17/2024,Referral,18-24,Tanta
1014,12/10/2024,Paid Search,35-44,Aswan
1015,6/28/2024,Social,25-34,Cairo
1016,5/17/2025,Referral,45-54,Cairo
1017,7/21/2024,Paid Search,25-34,Giza
1018,7/26/2025,Social,35-44,Tanta
1019,7/10/2024,Referral,45-54,Alexandria
1020,1/5/2024,Paid Search,25-34,Mansoura
1021,8/24/2024,Social,25-34,Cairo
1022,11/6/2024,Paid Search,25-34,Cairo
1023,7/2/2025,Referral,25-34,Mansoura
1024,2/25/2024,Referral,35-44,Cairo
1025,3/18/2025,Referral,45-54,Giza
1026,8/24/2024,Organic,25-34,Cairo
1027,7/15/2024,Referral,35-44,Giza
1028,8/7/2025,Email,35-44,Mansoura
1029,7/24/2025,Paid Search,25-34,Giza
1030,5/28/2025,Email,25-34,Alexandria
1031,3/24/2025,Paid Search,55+,Cairo
1032,12/25/2024,Social,35-44,Tanta
1033,1/30/2024,Paid Search,35-44,Giza
1034,4/17/2024,Paid Search,35-44,Alexandria
1035,8/24/2025,Paid Search,18-24,Mansoura
1036,3/20/2025,Social,35-44,Cairo
1037,3/13/2025,Organic,35-44,Tanta
1038,8/28/2025,Social,35-44,Alexandria
1039,4/1/2025,Paid Search,25-34,Giza
1040,9/6/2025,Paid Search,18-24,Cairo
1041,5/9/2025,Organic,25-34,Aswan
1042,9/3/2024,Email,55+,Mansoura
1043,6/26/2025,Paid Search,25-34,Cairo
1044,7/17/2025,Social,25-34,Giza
1045,8/10/2025,Referral,18-24,Tanta
1046,3/14/2025,Social,18-24,Mansoura
1047,10/4/2024,Paid Search,35-44,Mansoura
1048,7/5/2025,Paid Search,35-44,Giza
1049,9/4/2025,Referral,35-44,Mansoura
1050,4/20/2024,Paid Search,25-34,Giza
1051,1/19/2025,Referral,45-54,Cairo
1052,7/9/2024,Organic,25-34,Alexandria
1053,5/4/2025,Referral,25-34,Aswan
1054,3/1/2025,Email,25-34,Giza
1055,2/8/2025,Referral,25-34,Giza
1056,11/30/2024,Organic,25-34,Alexandria
1057,7/27/2024,Email,35-44,Alexandria
1058,1/22/2024,Organic,35-44,Tanta
1059,9/2/2025,Organic,45-54,Mansoura
1060,7/26/2024,Social,25-34,Cairo
1061,1/8/2024,Referral,18-24,Aswan
1062,6/12/2025,Referral,25-34,Mansoura
1063,8/24/2025,Email,55+,Tanta
1064,10/14/2025,Organic,35-44,Alexandria
1065,10/18/2025,Organic,35-44,Tanta
1066,6/14/2024,Social,18-24,Cairo
1067,5/10/2025,Paid Search,35-44,Giza
1068,8/12/2025,Paid Search,18-24,Tanta
1069,3/4/2025,Organic,35-44,Cairo
1070,6/11/2024,Paid Search,55+,Cairo
1071,12/31/2024,Paid Search,55+,Mansoura
1072,6/9/2025,Paid Search,35-44,Tanta
1073,8/26/2024,Paid Search,25-34,Cairo
1074,3/12/2024,Paid Search,55+,Tanta
1075,3/20/2025,Referral,35-44,Mansoura
1076,10/16/2025,Organic,18-24,Alexandria
1077,5/23/2025,Organic,25-34,Tanta
1078,9/25/2024,Social,25-34,Giza
1079,2/18/2025,Paid Search,25-34,Cairo
1080,9/1/2024,Referral,25-34,Cairo
1081,2/29/2024,Email,35-44,Alexandria
1082,1/6/2024,Paid Search,25-34,Alexandria
1083,7/23/2025,Organic,25-34,Tanta
1084,2/10/2025,Referral,35-44,Mansoura
1085,8/4/2024,Referral,45-54,Alexandria
1086,1/26/2024,Organic,35-44,Mansoura
1087,1/5/2024,Social,25-34,Cairo
1088,6/15/2025,Paid Search,55+,Cairo
1089,1/24/2025,Referral,55+,Tanta
1090,7/24/2025,Paid Search,25-34,Cairo
1091,3/23/2025,Referral,18-24,Cairo
1092,5/25/2024,Social,45-54,Mansoura
1093,1/22/2025,Social,45-54,Giza
1094,9/5/2024,Organic,55+,Tanta
1095,6/9/2025,Paid Search,45-54,Cairo
1096,4/6/2025,Paid Search,35-44,Cairo
1097,1/13/2024,Paid Search,35-44,Giza
1098,1/18/2025,Paid Search,18-24,Alexandria
1099,7/9/2025,Email,25-34,Giza
1100,2/2/2025,Organic,25-34,Alexandria
1101,1/19/2024,Paid Search,35-44,Tanta
1102,7/28/2025,Referral,35-44,Aswan
1103,5/5/2025,Referral,45-54,Cairo
1104,2/22/2025,Referral,25-34,Giza
1105,12/2/2024,Referral,35-44,Alexandria
1106,2/22/2025,Paid Search,18-24,Aswan
1107,9/3/2025,Organic,25-34,Aswan
1108,5/1/2024,Email,45-54,Cairo
1109,3/7/2025,Social,35-44,Mansoura
1110,2/13/2024,Paid Search,55+,Giza
1111,11/12/2024,Email,25-34,Cairo
1112,1/15/2025,Paid Search,35-44,Cairo
1113,5/24/2024,Paid Search,25-34,Giza
1114,11/22/2024,Organic,25-34,Giza
1115,12/28/2024,Social,45-54,Cairo
1116,2/19/2024,Social,35-44,Mansoura
1117,3/5/2024,Paid Search,45-54,Cairo
1118,12/20/2024,Referral,25-34,Alexandria
1119,6/12/2024,Paid Search,45-54,Giza
1120,5/20/2024,Paid Search,18-24,Cairo
1121,5/7/2024,Referral,45-54,Giza
1122,2/1/2025,Referral,25-34,Cairo
1123,4/7/2025,Referral,25-34,Alexandria
1124,7/5/2024,Email,35-44,Cairo
1125,7/8/2024,Social,55+,Alexandria
1126,1/22/2025,Social,18-24,Cairo
1127,3/4/2025,Paid Search,25-34,Alexandria
1128,10/10/2024,Organic,45-54,Mansoura
1129,8/24/2024,Organic,25-34,Cairo
1130,7/12/2024,Paid Search,25-34,Giza
1131,10/13/2024,Social,25-34,Cairo
1132,5/15/2024,Organic,25-34,Alexandria
1133,6/19/2024,Paid Search,55+,Cairo
1134,6/7/2024,Paid Search,45-54,Alexandria
1135,7/19/2024,Social,35-44,Alexandria
1136,5/1/2025,Paid Search,55+,Aswan
1137,7/10/2025,Email,25-34,Alexandria
1138,8/5/2025,Organic,18-24,Alexandria
1139,5/18/2025,Organic,25-34,Giza
1140,1/5/2025,Social,25-34,Aswan
1141,4/12/2024,Email,25-34,Mansoura
1142,5/4/2024,Organic,55+,Cairo
1143,11/8/2024,Social,45-54,Tanta
1144,4/2/2025,Social,25-34,Giza
1145,8/17/2024,Paid Search,35-44,Tanta
1146,10/19/2025,Referral,35-44,Tanta
1147,7/15/2024,Email,55+,Cairo
1148,2/26/2025,Social,45-54,Mansoura
1149,7/25/2025,Email,35-44,Cairo
1150,9/1/2025,Referral,45-54,Cairo
1151,6/19/2024,Social,35-44,Cairo
1152,1/16/2025,Email,35-44,Mansoura
1153,6/21/2024,Social,18-24,Cairo
1154,10/24/2025,Social,18-24,Cairo
1155,3/28/2025,Social,35-44,Mansoura
1156,12/15/2024,Email,25-34,Cairo
1157,9/25/2025,Paid Search,18-24,Cairo
1158,5/8/2025,Referral,35-44,Cairo
1159,9/11/2025,Referral,18-24,Giza
1160,1/4/2024,Paid Search,35-44,Giza
1161,4/2/2024,Email,35-44,Cairo
1162,1/6/2024,Paid Search,55+,Aswan
1163,10/14/2024,Organic,35-44,Mansoura
1164,9/9/2025,Email,18-24,Giza
1165,5/25/2024,Paid Search,35-44,Giza
1166,2/27/2025,Email,45-54,Giza
1167,8/30/2025,Email,55+,Alexandria
1168,4/1/2025,Organic,25-34,Cairo
1169,7/20/2024,Paid Search,25-34,Cairo
1170,7/30/2024,Paid Search,55+,Tanta
1171,1/6/2024,Social,25-34,Cairo
1172,9/15/2025,Referral,35-44,Giza
1173,1/10/2025,Social,25-34,Tanta
1174,3/22/2025,Paid Search,18-24,Alexandria
1175,4/15/2024,Social,25-34,Giza
1176,10/12/2025,Organic,25-34,Mansoura
1177,2/4/2025,Email,35-44,Cairo
1178,4/5/2024,Paid Search,55+,Mansoura
1179,1/22/2025,Email,25-34,Giza
1180,3/27/2025,Social,45-54,Tanta
1181,2/19/2025,Referral,18-24,Aswan
1182,5/18/2025,Organic,35-44,Aswan
1183,3/29/2025,Social,18-24,Aswan
1184,10/17/2024,Referral,55+,Alexandria
1185,6/17/2025,Paid Search,45-54,Giza
1186,7/11/2024,Referral,35-44,Giza
1187,5/29/2024,Social,45-54,Mansoura
1188,5/29/2025,Paid Search,35-44,Tanta
1189,1/27/2025,Paid Search,55+,Cairo
1190,11/11/2024,Social,35-44,Aswan
1191,3/16/2024,Paid Search,55+,Tanta
1192,8/21/2025,Social,35-44,Aswan
1193,9/26/2024,Organic,18-24,Tanta
1194,8/12/2024,Social,35-44,Cairo
1195,6/13/2025,Paid Search,18-24,Cairo
1196,4/22/2024,Referral,35-44,Cairo
1197,9/7/2024,Referral,35-44,Cairo
1198,8/20/2024,Referral,35-44,Alexandria
1199,3/23/2024,Email,18-24,Tanta
1200,5/4/2024,Paid Search,25-34,Tanta
1201,6/23/2024,Email,35-44,Alexandria
1202,3/9/2024,Paid Search,55+,Cairo
1203,2/16/2024,Paid Search,25-34,Cairo
1204,9/12/2024,Organic,25-34,Cairo
1205,1/30/2024,Organic,35-44,Giza
1206,10/7/2024,Email,35-44,Alexandria
1207,8/24/2024,Social,25-34,Cairo
1208,9/4/2024,Organic,25-34,Giza
1209,1/2/2025,Paid Search,25-34,Cairo
1210,5/9/2025,Referral,55+,Alexandria
1211,1/25/2024,Organic,18-24,Giza
1212,8/8/2025,Organic,25-34,Giza
1213,5/4/2025,Paid Search,18-24,Giza
1214,5/8/2025,Email,25-34,Aswan
1215,11/9/2024,Social,45-54,Cairo
1216,8/28/2025,Paid Search,25-34,Alexandria
1217,1/9/2025,Paid Search,18-24,Mansoura
1218,9/30/2025,Social,35-44,Alexandria
1219,1/25/2024,Social,18-24,Aswan
1220,11/29/2024,Paid Search,18-24,Giza
1221,12/20/2024,Referral,45-54,Giza
1222,4/25/2024,Paid Search,45-54,Cairo
1223,2/17/2024,Organic,55+,Alexandria
1224,4/8/2024,Referral,45-54,Cairo
1225,4/3/2025,Organic,35-44,Cairo
1226,6/6/2025,Social,18-24,Alexandria
1227,8/19/2025,Organic,45-54,Alexandria
1228,2/8/2025,Paid Search,45-54,Cairo
1229,8/1/2024,Referral,45-54,Mansoura
1230,5/17/2025,Organic,35-44,Alexandria
1231,3/23/2025,Referral,25-34,Cairo
1232,7/29/2025,Paid Search,45-54,Giza
1233,9/14/2024,Paid Search,35-44,Mansoura
1234,4/30/2024,Paid Search,55+,Alexandria
1235,2/23/2024,Social,25-34,Giza
1236,11/26/2024,Organic,25-34,Giza
1237,8/28/2024,Referral,25-34,Alexandria
1238,6/13/2025,Organic,45-54,Aswan
1239,4/27/2025,Referral,25-34,Alexandria
