order_item_id,order_id,product_id,quantity,unit_price
2192,1100,28,2,10.81
2193,1100,56,1,11.43
2194,1100,53,2,89.8
2195,1101,6,1,212.84
2196,1101,12,2,156.29
2197,1102,2,2,22.12
2198,1102,35,2,12.03
2199,1103,28,1,11.45
2200,1104,36,2,44.57
2201,1104,17,1,181.61
2202,1105,15,1,112.33
2203,1106,51,2,144.32
2204,1107,9,1,100.37
2205,1107,13,1,183.4
2206,1107,34,2,79.49
2207,1108,13,2,190.93
2208,1108,7,1,73.05
2209,1109,45,1,21.94
2210,1110,8,2,117.25
2211,1110,56,1,12.49
2212,1111,60,2,127.47
2213,1112,56,1,11.9
2214,1112,13,2,201.32
2215,1113,56,1,11.96
2216,1113,37,1,163.87
2217,1113,11,1,126.93
2218,1114,57,1,166.8
2219,1114,31,1,207.3
2220,1114,40,1,126.1
2221,1115,47,2,36.85
2222,1116,35,2,11.03
2223,1117,46,2,96.7
2224,1118,46,1,98.97
2225,1118,37,2,151.71
2226,1118,38,2,201.93
2227,1119,44,2,134
2228,1120,45,1,19.89
2229,1120,4,1,61.66
2230,1120,3,2,184.89
2231,1121,5,1,151.55
2232,1122,25,2,216.11
2233,1123,55,2,88.79
2234,1123,48,1,59.8
2235,1123,9,1,105.31
2236,1124,50,1,191.47
2237,1124,16,2,163.41
2238,1125,14,1,190.8
2239,1125,13,1,209.18
2240,1125,41,1,57.16
2241,1126,23,2,154.11
2242,1126,57,1,154.79
2243,1126,17,1,178.08
2244,1127,42,1,35.42
2245,1127,37,2,154.8
2246,1127,59,1,72.03
2247,1128,60,1,137.42
2248,1128,47,1,37.5
2249,1129,21,1,193.34
2250,1129,48,1,65.68
2251,1130,24,1,48.53
2252,1131,9,2,108.68
2253,1131,49,2,43.84
2254,1132,50,1,203.02
2255,1133,49,2,46.18
2256,1133,10,1,42.34
2257,1134,57,1,148.58
2258,1135,52,1,199.65
2259,1135,4,1,60.66
2260,1136,34,2,78.95
2261,1136,44,2,127.33
2262,1137,16,2,161.74
2263,1138,52,2,173.85
2264,1139,5,2,159.35
2265,1139,6,1,198.93
2266,1140,18,2,109.22
2267,1140,51,2,163.07
2268,1141,46,2,90.69
2269,1142,8,1,117.22
2270,1142,43,2,49.93
2271,1143,27,1,133.99
2272,1143,23,1,162.7
2273,1144,49,2,47.96
2274,1145,40,1,121.02
2275,1145,53,1,92.04
2276,1145,49,1,49.66
2277,1146,43,1,50.63
2278,1147,4,2,65.73
2279,1147,33,1,15.25
2280,1148,23,2,145.76
2281,1148,41,1,60.64
2282,1148,47,2,33.82
2283,1149,27,2,132.75
2284,1149,17,2,182.32
2285,1149,29,1,35.8
2286,1150,43,1,56.56
2287,1150,50,1,179.81
2288,1150,19,1,32.89
2289,1151,11,2,132.15
2290,1152,58,2,79.08
2291,1152,59,2,77.6
2292,1153,3,2,186.36
2293,1154,3,1,187.03
2294,1154,20,1,96.53
2295,1155,8,2,115.89
2296,1155,21,1,193.94
2297,1156,17,1,178.99
2298,1156,24,1,45.7
2299,1156,26,1,85.5
2300,1157,24,1,47.04
2301,1158,40,1,113.66
2302,1158,45,2,21.1
2303,1159,10,2,42.01
2304,1159,52,2,177.12
2305,1159,54,1,74.19
2306,1160,16,1,156.4
2307,1160,52,2,196.42
2308,1161,27,1,150.24
2309,1161,25,1,198.97
2310,1162,2,1,20.7
2311,1162,4,2,61.4
2312,1162,52,1,185.27
2313,1163,32,1,68.65
2314,1164,14,2,182.43
2315,1164,15,1,117.05
2316,1164,26,2,95.47
2317,1165,19,1,31.37
2318,1165,31,1,220.5
2319,1166,23,1,162.79
2320,1167,38,1,195.9
2321,1168,10,2,39.63
2322,1168,26,2,85.22
2323,1168,9,1,108.11
2324,1169,18,2,109.98
2325,1169,57,1,161.12
2326,1169,9,1,107.79
2327,1170,25,1,200.29
2328,1171,60,2,122.05
2329,1172,51,2,162.45
2330,1173,19,2,31.75
2331,1173,48,2,64.84
2332,1173,4,1,57.45
2333,1174,19,1,31.15
2334,1175,3,1,180.71
2335,1175,27,2,141.87
2336,1176,50,2,188.7
2337,1177,56,2,11.25
2338,1177,38,2,207.99
2339,1177,53,2,91.16
2340,1178,1,2,177.27
2341,1178,23,2,168.22
2342,1179,16,2,165.81
2343,1179,28,1,12.31
2344,1180,51,2,143.62
2345,1180,28,2,11.55
2346,1180,43,2,54.23
2347,1181,25,2,196.01
2348,1181,59,2,71.51
2349,1182,45,1,22.86
2350,1182,17,2,183.96
2351,1182,4,1,62.05
2352,1183,50,1,195.44
2353,1183,22,2,127.05
2354,1183,31,2,210.15
2355,1184,24,2,49.23
2356,1184,23,2,159.17
2357,1185,43,1,49.19
2358,1185,4,1,65.6
2359,1185,33,1,15.32
2360,1186,28,2,10.96
2361,1186,9,1,101.51
2362,1186,21,2,188.48
2363,1187,50,2,180.87
2364,1187,22,2,141.17
2365,1187,5,1,157.75
2366,1188,15,1,110.6
2367,1188,30,1,168.93
2368,1188,46,2,97.95
2369,1189,12,1,168.34
2370,1189,26,2,85.89
2371,1189,46,2,91.02
2372,1190,31,2,222.54
2373,1191,43,1,53.07
2374,1191,22,2,135.89
2375,1192,58,2,76.58
2376,1193,41,2,62.59
2377,1193,28,1,11.76
2378,1194,47,2,33.51
2379,1194,43,2,55.81
2380,1194,4,1,64.96
2381,1195,35,1,10.86
2382,1195,4,1,58.62
2383,1195,22,2,135.79
2384,1196,28,1,12.06
2385,1196,10,1,42.35
2386,1197,48,1,64.35
2387,1198,44,2,118.45
2388,1198,27,1,139.65
2389,1199,18,2,102.31
2390,1199,8,1,116.15
2391,1199,30,2,163.39
2392,1200,35,1,10.81
2393,1200,58,1,76.74
2394,1200,29,2,36.22
2395,1201,8,1,113.76
2396,1202,30,1,174.12
2397,1203,39,1,24.72
2398,1203,21,2,176.02
2399,1203,52,2,186.63
2400,1204,36,1,49.03
2401,1204,23,1,149.64
2402,1204,10,2,40.04
2403,1205,52,1,198.67
2404,1206,2,1,22.26
2405,1206,44,1,118.64
2406,1207,10,2,37.58
2407,1207,3,1,169.29
2408,1207,36,2,45.87
2409,1208,46,2,104.25
2410,1209,42,2,34.82
2411,1210,59,1,73.6
2412,1210,34,2,82.63
2413,1211,27,1,142.88
2414,1212,36,2,45.93
2415,1212,42,1,33.99
2416,1213,27,2,138.06
2417,1214,35,1,11.65
2418,1214,13,1,194.93
2419,1214,44,1,127.27
2420,1215,30,1,181.29
2421,1215,50,2,203.34
2422,1216,15,1,108.89
2423,1216,47,1,37.26
2424,1217,57,1,155.17
2425,1217,32,2,69.41
2426,1217,10,2,38.22
2427,1218,47,2,35.58
2428,1218,43,2,49.55
2429,1219,36,1,45.77
2430,1219,39,1,24.19
2431,1220,3,1,173.78
2432,1220,54,1,73.44
2433,1220,55,2,86.44
2434,1221,13,1,209.42
2435,1221,53,2,81.42
2436,1221,12,2,172.53
2437,1222,7,2,78.36
2438,1222,17,1,182.21
2439,1223,9,1,104.89
2440,1223,52,1,200.15
2441,1223,48,2,65.19
2442,1224,57,1,147.98
2443,1225,35,1,12.11
2444,1225,51,2,145.79
2445,1226,30,1,158.1
2446,1226,50,2,181.44
2447,1227,48,2,68.17
2448,1228,56,2,10.86
2449,1228,51,2,163.56
2450,1228,47,2,33.77
2451,1229,50,1,184.63
2452,1229,48,1,67.63
2453,1229,5,2,157
2454,1230,45,1,22.32
2455,1231,15,2,110.59
2456,1232,32,1,77.61
2457,1232,7,1,80.35
2458,1233,28,1,12.09
2459,1233,43,2,53.06
2460,1234,50,2,176.55
2461,1234,38,1,191.98
2462,1234,55,2,81.8
2463,1235,6,2,194.99
2464,1235,21,1,173.83
2465,1235,30,1,162.7
2466,1236,42,1,37.17
2467,1237,56,1,12.05
2468,1237,16,1,148.34
2469,1237,47,1,34.84
2470,1238,41,2,57.58
2471,1238,5,2,138.93
2472,1238,55,1,90.08
2473,1239,15,1,107.95
2474,1240,28,1,12.1
2475,1240,40,2,123.82
2476,1241,7,1,78.09
2477,1241,19,1,33.67
2478,1242,13,1,199.33
2479,1242,51,2,162.46
2480,1242,29,1,35.13
2481,1243,37,2,167.76
2482,1243,49,1,49.46
2483,1244,12,2,153.25
2484,1244,17,1,181.1
2485,1245,58,2,82.79
2486,1245,33,2,15.71
2487,1245,25,1,193.01
2488,1246,38,2,202.44
2489,1246,27,1,139.43
2490,1247,40,2,116.82
2491,1247,8,2,114.21
2492,1248,46,1,91.94
2493,1248,4,1,61.57
2494,1249,59,1,77.14
2495,1249,9,2,110.08
2496,1249,19,2,32.95
2497,1250,40,1,117.97
2498,1250,28,2,11.7
2499,1250,21,1,179.91
2500,1251,60,1,135.38
2501,1251,53,2,86.86
2502,1251,50,1,192.72
2503,1252,53,2,87.6
2504,1252,47,2,34.23
2505,1253,39,2,27.59
2506,1253,60,2,130.97
2507,1253,41,2,56.59
2508,1254,23,2,148.45
2509,1254,24,1,44.29
2510,1254,48,1,65.81
2511,1255,27,1,142.15
2512,1255,14,2,177.81
2513,1256,8,2,106.61
2514,1257,15,2,106.66
2515,1257,6,2,184.49
2516,1257,34,2,83.24
2517,1258,30,2,158.24
2518,1258,58,2,83.22
2519,1259,5,1,146.44
2520,1259,18,1,102.04
2521,1259,21,2,194.41
2522,1260,29,1,33.81
2523,1260,44,2,130.4
2524,1261,3,2,180.43
2525,1261,60,1,124.55
2526,1262,6,2,203.74
2527,1262,32,2,70.72
2528,1262,9,2,100.94
2529,1263,11,1,134.26
2530,1263,4,2,58.8
2531,1264,48,1,65.52
2532,1265,18,1,110
2533,1266,23,2,161.79
2534,1266,51,2,159.51
2535,1266,20,1,102.65
2536,1267,41,1,62
2537,1267,43,2,56.35
2538,1268,39,2,26.13
2539,1268,17,1,184.69
2540,1268,1,1,161.93
2541,1269,14,2,185.06
2542,1270,59,1,74.48
2543,1270,12,2,160.28
2544,1271,20,2,99.71
2545,1271,2,1,21.92
2546,1271,22,2,127.24
2547,1272,5,1,144.72
2548,1272,22,2,128.73
2549,1272,16,1,156.76
2550,1273,34,1,83.58
2551,1273,51,2,157.51
2552,1274,48,1,61.34
2553,1274,26,2,87.52
2554,1274,42,1,34.77
2555,1275,17,2,177.92
2556,1275,51,1,162.09
2557,1275,57,1,168.25
2558,1276,32,1,73.24
2559,1277,18,1,115.3
2560,1277,23,1,145.81
2561,1278,48,1,63.99
2562,1279,50,2,194.81
2563,1280,58,2,77.51
2564,1280,7,2,83.25
2565,1280,28,2,11.01
2566,1281,44,2,130.42
2567,1281,18,2,103.25
2568,1282,33,2,14.46
2569,1282,47,2,37.46
2570,1283,31,1,205.39
2571,1284,32,1,73.27
2572,1284,2,1,23.3
2573,1285,15,1,119.67
2574,1285,60,1,127.91
2575,1286,55,2,90.65
2576,1287,6,2,207.49
2577,1287,40,1,122.22
2578,1287,33,2,14.47
2579,1288,13,2,197.69
2580,1289,29,1,35.24
2581,1290,21,2,177.45
2582,1291,5,1,146.97
2583,1291,43,1,49.52
2584,1292,42,2,36.58
2585,1293,19,2,31.74
2586,1293,15,1,120.65
2587,1293,24,2,44.82
2588,1294,54,1,71.39
2589,1295,14,1,185.3
2590,1296,45,2,19.71
2591,1296,46,1,99.74
2592,1297,28,1,12.1
2593,1297,34,2,83.88
2594,1298,16,2,153.63
2595,1299,23,1,169.44
2596,1299,57,1,146.22
2597,1300,33,1,14.65
2598,1300,4,2,61.89
2599,1300,39,1,24.51
2600,1301,23,1,157.83
2601,1301,58,2,78.86
2602,1301,29,2,31.61
2603,1302,45,1,22.66
2604,1302,10,2,39.41
2605,1303,18,2,112.49
2606,1303,26,2,88.72
2607,1303,24,1,49.45
2608,1304,46,1,103.42
2609,1304,31,1,212.68
2610,1305,57,1,156.37
2611,1305,49,2,46.08
2612,1305,43,1,51.48
2613,1306,20,1,97.64
2614,1306,40,2,123.13
2615,1307,8,2,111.58
2616,1307,41,2,56.08
2617,1308,39,2,24.2
2618,1309,25,1,213.8
2619,1309,10,2,39.56
2620,1309,37,1,151.74
2621,1310,7,1,82.94
2622,1311,38,2,192.56
2623,1312,34,1,85.6
2624,1312,10,2,40.31
2625,1313,20,1,92.26
2626,1314,50,2,202.82
2627,1315,17,1,166.91
2628,1315,2,1,23.35
2629,1315,53,1,87.89
2630,1316,38,1,187.32
2631,1316,30,2,162.13
2632,1317,34,1,81.76
2633,1317,51,1,144.37
2634,1318,43,2,56.02
2635,1318,48,1,63.94
2636,1319,59,2,67.91
2637,1319,23,1,166.22
2638,1320,16,1,160.29
2639,1321,12,2,171.26
2640,1322,52,2,198.17
2641,1322,41,2,59.14
2642,1323,42,1,37.69
2643,1324,10,2,41.77
2644,1325,11,1,134.41
2645,1325,22,2,129.33
2646,1325,23,2,161.42
2647,1326,8,2,117.91
2648,1326,24,1,44.77
2649,1326,12,1,153.1
2650,1327,34,1,82.57
2651,1328,58,1,80.51
2652,1328,26,1,94.75
2653,1328,35,1,10.62
2654,1329,48,1,66.75
2655,1329,12,2,166.47
2656,1329,57,2,162.78
2657,1330,33,1,16.05
2658,1330,25,1,205.34
2659,1330,17,1,180.85
2660,1331,22,1,133.42
2661,1331,58,2,76.28
2662,1331,29,1,36.65
2663,1332,32,2,71.39
2664,1333,26,2,98.1
2665,1334,51,2,165.29
2666,1335,15,1,118.01
2667,1335,32,2,75.3
2668,1336,42,2,38.36
2669,1336,7,2,81.26
2670,1336,35,1,12.18
2671,1337,47,1,33.76
2672,1338,31,1,198.98
2673,1339,1,2,153.5
2674,1340,55,2,91.19
2675,1341,59,1,76.18
2676,1342,17,1,177.23
2677,1342,6,2,186.56
2678,1342,3,1,165.33
2679,1343,58,2,78.46
2680,1343,38,1,189.14
2681,1344,52,1,188.36
2682,1344,48,2,62.57
2683,1345,8,2,104.61
2684,1345,25,2,211.75
2685,1346,17,2,164.58
2686,1347,2,1,20.92
2687,1347,17,1,161.03
2688,1347,23,1,162.99
2689,1348,44,1,128.09
2690,1348,40,2,132.37
2691,1348,56,2,12.27
2692,1349,8,2,118.13
2693,1349,47,2,34.87
2694,1349,12,2,169.75
2695,1350,11,2,130.18
2696,1351,12,1,150.81
2697,1351,42,1,34.27
2698,1351,11,2,133.12
2699,1352,45,1,22.19
2700,1352,36,2,46.02
2701,1353,2,2,20.75
2702,1354,52,1,176.36
2703,1354,51,2,152.6
2704,1355,35,2,11.26
2705,1355,42,1,38.15
2706,1355,5,2,153.7
2707,1356,51,1,147.4
2708,1356,44,2,133.37
2709,1356,30,1,171.2
2710,1357,19,2,33.48
2711,1357,29,2,36.52
2712,1358,9,2,100.93
2713,1358,41,2,63.23
2714,1359,11,2,138.91
2715,1359,4,1,66.36
2716,1360,40,2,116.99
2717,1361,20,1,98.49
2718,1361,46,2,94.48
2719,1361,8,2,111.18
2720,1362,3,2,178.35
2721,1363,9,2,111.16
2722,1363,44,1,130.01
2723,1364,52,2,184.34
2724,1364,51,2,159.66
2725,1364,45,2,20.57
2726,1365,53,2,88.64
2727,1365,14,1,195.75
2728,1366,46,2,92.81
2729,1367,35,1,11.28
2730,1367,56,2,11.81
2731,1368,13,2,186.35
2732,1368,5,2,161.62
2733,1368,19,2,32.67
2734,1369,3,1,167.38
2735,1369,5,1,146.03
2736,1369,56,1,10.75
2737,1370,23,2,146.14
2738,1371,50,1,191.17
2739,1372,15,2,107.12
2740,1373,26,1,87.21
2741,1373,21,2,169.23
2742,1374,5,1,158.61
2743,1375,16,1,166.38
2744,1375,50,2,195.44
2745,1376,39,2,24.46
2746,1377,11,1,121.65
2747,1378,2,2,20.43
2748,1378,9,1,103.5
2749,1378,19,1,33.76
2750,1379,41,2,61.52
2751,1379,46,1,90.29
2752,1380,16,2,151.93
2753,1380,23,1,157.87
2754,1381,23,1,168.04
2755,1382,23,1,150.48
2756,1383,50,2,178.77
2757,1383,2,1,22.84
2758,1383,48,1,68.87
2759,1384,50,2,183.56
2760,1384,27,1,142.11
2761,1385,10,1,43.25
2762,1386,2,1,23.41
2763,1386,16,1,146.55
2764,1386,21,2,174.4
2765,1387,39,2,23.97
2766,1388,6,2,197.5
2767,1389,36,1,51.19
2768,1389,25,1,204.95
2769,1389,27,1,147.72
2770,1390,26,2,85.78
2771,1390,13,1,185.26
2772,1390,44,2,130.62
2773,1391,48,2,68
2774,1391,47,2,34.28
2775,1392,25,2,197.2
2776,1393,57,2,156.48
2777,1393,38,1,199.5
2778,1394,3,1,182.97
2779,1394,39,1,25.32
2780,1394,20,2,94.83
2781,1395,49,1,44.89
2782,1395,41,1,60.63
2783,1395,23,2,155.43
2784,1396,28,1,11.78
2785,1397,15,2,115.05
2786,1397,60,1,132.29
2787,1397,48,2,62.78
2788,1398,36,2,50.53
2789,1398,59,1,70.41
2790,1399,46,2,93.22
2791,1399,21,1,185.29
2792,1400,2,2,22.15
2793,1400,5,2,161.7
2794,1400,13,1,185.59
2795,1401,55,2,91
2796,1401,38,2,213.48
2797,1402,54,1,73.63
2798,1403,5,2,156.59
2799,1404,22,1,136.44
2800,1405,16,1,163.22
2801,1406,24,1,46.43
2802,1406,2,1,20.59
2803,1406,54,1,71.26
2804,1407,25,2,195.67
2805,1407,48,1,61.17
2806,1407,3,2,168.06
2807,1408,13,2,184.88
2808,1408,23,2,148.56
2809,1409,6,1,198.69
2810,1410,4,2,66.01
2811,1410,19,1,33.62
2812,1410,9,1,97.02
2813,1411,50,2,182.35
2814,1411,4,2,65.93
2815,1412,22,2,121.11
2816,1413,22,2,132.69
2817,1413,45,1,19.68
2818,1414,30,1,177.33
2819,1414,11,2,128.12
2820,1415,32,1,78.13
2821,1415,15,2,106.75
2822,1416,21,1,191.38
2823,1417,1,1,175.32
2824,1417,42,2,35.45
2825,1417,38,1,213.76
2826,1418,47,1,34.19
2827,1418,21,2,177.41
2828,1419,55,1,89.46
2829,1419,38,2,199.5
2830,1420,17,1,179.85
2831,1421,1,1,175.62
2832,1421,17,2,174.13
2833,1421,39,2,26.84
2834,1422,8,2,103.98
2835,1422,52,2,174.81
2836,1422,55,1,82.98
2837,1423,11,1,127.88
2838,1424,17,2,163.56
2839,1425,31,2,221.23
2840,1426,30,1,162.1
2841,1426,35,2,12.27
2842,1427,60,1,131.71
2843,1427,6,2,189.15
2844,1427,54,2,74.7
2845,1428,47,1,38.23
2846,1428,60,2,139.54
2847,1429,41,2,57.92
2848,1430,37,2,166.74
2849,1431,36,1,48.47
2850,1431,9,1,100.75
2851,1431,5,2,148.36
2852,1432,24,1,43.31
2853,1432,31,1,193.94
2854,1433,25,2,192.21
2855,1433,11,1,123.94
2856,1434,57,2,166.45
2857,1434,42,2,38.51
2858,1434,41,1,64.26
2859,1435,38,1,188.3
2860,1435,51,2,146.68
2861,1435,31,1,204.58
2862,1436,55,2,84.28
2863,1436,44,2,120.46
2864,1436,21,1,191.4
2865,1437,57,2,150.26
2866,1437,9,1,96.87
2867,1438,27,2,148.02
2868,1438,18,2,115.66
2869,1438,19,2,29.94
2870,1439,40,1,128.2
2871,1440,8,2,108.82
2872,1440,56,2,12.01
2873,1441,25,1,218.19
2874,1441,55,1,87.66
2875,1441,11,2,134.19
2876,1442,34,2,76.58
2877,1442,37,1,165.75
2878,1442,59,2,70.05
2879,1443,26,2,87.3
2880,1443,51,1,154.4
2881,1444,21,1,187.22
2882,1444,11,2,136.28
2883,1445,48,1,65.06
2884,1446,4,2,63.12
2885,1447,26,1,89.1
2886,1447,1,1,173.51
2887,1448,19,1,29.95
2888,1448,40,1,122.84
2889,1448,49,2,44.05
2890,1449,55,1,83.19
2891,1449,57,2,147.23
2892,1449,14,1,175
2893,1450,24,1,48.74
2894,1451,48,1,59.39
2895,1452,35,2,11.98
2896,1452,42,1,37.3
2897,1452,54,2,70.87
2898,1453,29,1,34.48
2899,1453,52,1,179.82
2900,1454,60,2,125.35
2901,1455,23,1,167.23
2902,1456,16,1,161.07
2903,1456,10,2,38.18
2904,1456,2,2,22.43
2905,1457,21,1,184.13
2906,1457,2,2,22.07
2907,1457,55,1,80.36
2908,1458,59,2,77.94
2909,1458,46,1,91.09
2910,1459,49,2,49.42
2911,1459,12,1,151.65
2912,1459,15,1,115.72
2913,1460,15,2,117.16
2914,1460,16,1,157.72
2915,1460,39,2,24.36
2916,1461,60,1,133.5
2917,1461,42,1,34.91
2918,1461,52,2,186.17
2919,1462,53,2,90.82
2920,1462,28,1,11.34
2921,1462,14,1,181.23
2922,1463,12,1,170.07
2923,1463,51,2,150.91
2924,1464,37,2,170.59
2925,1465,4,1,66
2926,1465,54,2,67.3
2927,1466,14,1,191.06
2928,1466,33,2,16.5
2929,1466,48,1,59.34
2930,1467,36,2,45.9
2931,1468,34,1,83.68
2932,1469,28,2,12.36
2933,1469,35,1,10.59
2934,1469,9,2,107.65
2935,1470,7,1,76.74
2936,1470,59,2,67.76
2937,1471,5,1,154.48
2938,1472,29,2,33.25
2939,1473,39,1,24.58
2940,1473,26,1,93.76
2941,1473,12,2,160.66
2942,1474,8,1,118.18
2943,1474,11,2,122.3
2944,1474,46,1,100.83
2945,1475,35,2,10.6
2946,1476,16,1,166.96
2947,1477,28,1,10.85
2948,1478,53,2,90.44
2949,1478,44,2,135.94
2950,1478,35,2,12.28
2951,1479,50,1,196.46
2952,1479,20,2,92.34
2953,1480,13,2,199.87
2954,1480,60,2,138.74
2955,1480,51,1,155.97
2956,1481,19,1,31.5
2957,1481,56,1,10.9
2958,1482,41,2,56.37
2959,1483,53,2,92.89
2960,1483,30,2,181.38
2961,1484,57,2,154.54
2962,1485,58,1,85.91
2963,1485,19,1,31.16
2964,1486,24,1,46.55
2965,1487,1,2,167.3
2966,1487,18,2,102.95
2967,1488,8,1,117.22
2968,1489,33,2,16.54
2969,1489,41,2,60.49
2970,1489,24,1,42.74
2971,1490,14,1,192.54
2972,1490,50,2,191.1
2973,1490,17,2,167.32
2974,1491,20,2,93.83
2975,1491,2,1,22.36
2976,1492,37,2,155.14
2977,1493,35,1,10.85
2978,1493,3,2,188.44
2979,1494,22,1,126.84
2980,1494,6,1,193.44
2981,1495,31,1,209.91
2982,1495,54,1,74.63
2983,1495,21,1,185.88
2984,1496,13,2,185.19
2985,1497,28,2,12
2986,1497,15,1,105.17
2987,1498,47,1,36.34
2988,1498,22,2,137.34
2989,1499,1,2,169.6
2990,1500,31,1,194.9
2991,1501,34,1,76.29
2992,1502,58,2,84.51
2993,1502,13,2,187.12
2994,1502,12,1,170.68
2995,1503,45,2,20.82
2996,1503,28,2,12.55
2997,1503,51,1,156.72
2998,1504,2,1,23.34
2999,1504,32,1,76.24
3000,1505,38,1,198.8
3001,1505,4,2,62.19
3002,1506,23,2,162.73
3003,1506,38,1,200.95
3004,1507,20,1,101.91
3005,1507,8,1,107.6
3006,1508,9,1,102.42
3007,1508,46,1,94.84
3008,1508,48,2,64.27
3009,1509,58,2,82.75
3010,1509,36,2,46.37
3011,1510,49,1,44.86
3012,1511,15,1,108.6
3013,1512,52,1,200.54
3014,1512,50,1,197.64
3015,1513,20,2,90.79
3016,1514,58,2,76.97
3017,1515,59,2,69.9
3018,1515,32,2,70.8
3019,1516,55,2,80.27
3020,1516,35,1,12.28
3021,1516,49,1,50.76
3022,1517,18,2,104.37
3023,1517,10,2,41.72
3024,1517,32,1,68.61
3025,1518,53,1,84.61
3026,1518,42,1,34.22
3027,1519,14,1,182.77
3028,1519,36,1,45.72
3029,1520,35,1,11.79
3030,1520,27,2,141.54
3031,1521,11,2,139.7
3032,1521,60,1,137.84
3033,1521,2,2,22.18
3034,1522,8,1,114.32
3035,1522,3,1,169.83
3036,1522,42,2,36.11
3037,1523,14,2,186.44
3038,1523,55,2,83.06
3039,1524,17,1,169.77
3040,1524,2,2,22.99
3041,1525,16,1,165.58
3042,1526,32,1,73.73
3043,1527,43,1,51.54
3044,1528,41,1,56.16
3045,1528,3,1,189.89
3046,1529,42,2,37.03
3047,1529,4,2,57.39
3048,1530,6,1,193.18
3049,1530,41,1,61.32
3050,1531,44,2,132.42
3051,1531,17,1,183.76
3052,1532,5,2,156.71
3053,1532,21,1,170.88
3054,1532,32,2,75.73
3055,1533,42,2,36.54
3056,1533,24,1,46
3057,1533,6,2,194.59
3058,1534,60,2,132.06
3059,1534,4,2,58.73
3060,1535,9,2,105.38
3061,1535,38,1,206.18
3062,1536,32,1,79.63
3063,1537,17,2,173.84
3064,1537,47,2,34.38
3065,1538,37,2,151.16
3066,1538,31,1,218.2
3067,1539,8,1,114.01
3068,1539,28,2,12.16
3069,1539,31,2,207.08
3070,1540,60,2,128.07
3071,1540,31,2,219.74
3072,1541,24,1,49.02
3073,1541,9,2,106.94
3074,1542,14,2,172.37
3075,1543,45,1,21.75
3076,1544,26,2,97.63
3077,1544,15,1,110.05
3078,1544,30,1,181.71
3079,1545,35,2,12.27
3080,1546,22,1,136.04
3081,1546,20,1,97.03
3082,1547,30,2,176.87
3083,1548,39,2,25.09
3084,1548,13,2,198.1
3085,1548,51,1,155.49
3086,1549,44,2,136.65
3087,1550,41,1,64.03
3088,1551,51,2,145.97
3089,1551,38,1,190.79
3090,1552,53,2,91.48
3091,1553,18,2,110.11
3092,1553,57,1,167.63
3093,1554,19,2,32.99
3094,1555,17,2,167.58
3095,1556,2,1,20.83
3096,1556,24,1,45.44
3097,1556,56,2,11.08
3098,1557,48,1,68.83
3099,1557,41,1,57.71
3100,1557,15,2,107.22
3101,1558,48,2,65.57
3102,1558,42,2,37.68
3103,1559,23,1,157.44
3104,1559,36,1,50.97
3105,1560,10,2,42.24
3106,1561,17,2,184.69
3107,1561,8,1,108.59
3108,1562,42,2,37.58
3109,1562,7,1,76.8
3110,1563,19,2,34.06
3111,1564,22,2,129.87
3112,1564,38,2,191.68
3113,1565,9,1,103.71
3114,1566,27,1,151.77
3115,1566,15,2,108.18
3116,1566,21,1,193.62
3117,1567,34,1,76.63
3118,1567,45,1,21.92
3119,1568,58,2,74.44
3120,1569,42,1,35.03
3121,1570,57,2,162.07
3122,1570,13,2,182.45
3123,1570,56,1,10.75
3124,1571,30,2,167.68
3125,1571,33,1,15.08
3126,1571,59,1,77.9
3127,1572,24,2,44.28
3128,1572,43,1,52.69
3129,1572,56,1,11.05
3130,1573,47,2,33.21
3131,1574,32,1,70.02
3132,1574,46,1,98.28
3133,1575,23,1,155.62
3134,1575,3,2,189.53
3135,1576,45,1,21.92
3136,1577,13,2,184.92
3137,1577,41,1,58.39
3138,1577,43,2,50.8
3139,1578,54,1,78.08
3140,1579,32,1,74.99
3141,1579,31,1,204.27
3142,1580,15,1,116.33
3143,1580,59,2,71.85
3144,1581,58,2,80.91
3145,1581,38,1,211.83
3146,1582,6,2,191.55
3147,1583,31,1,193.77
3148,1583,5,1,142.22
3149,1583,33,1,14.9
3150,1584,12,1,167.01
3151,1584,5,2,145.16
3152,1584,48,1,60.99
3153,1585,11,2,137.28
3154,1586,5,2,157.78
3155,1586,8,2,105.84
3156,1586,20,2,91.27
3157,1587,10,1,41.34
3158,1587,9,1,105.07
3159,1587,39,2,25.27
3160,1588,37,2,163.92
3161,1589,46,2,97.63
3162,1590,7,1,81.29
3163,1591,31,1,219.54
3164,1592,50,2,181.54
3165,1593,11,1,138.72
3166,1594,12,2,151.17
3167,1594,1,1,154.7
3168,1594,16,1,148.27
3169,1595,17,1,179.42
3170,1595,11,1,130.27
3171,1595,8,1,105.09
3172,1596,26,2,97.82
3173,1596,17,1,171.18
3174,1597,28,1,12.47
3175,1597,18,1,103.45
3176,1598,49,1,49.8
3177,1598,1,1,163.6
3178,1598,14,2,183.6
3179,1599,38,2,210.21
3180,1599,33,1,14.48
3181,1600,29,1,32.49
3182,1600,25,2,199.86
3183,1601,12,2,169.05
3184,1602,26,1,87.47
3185,1603,15,2,106.06
3186,1603,52,1,179.64
3187,1603,23,1,150.74
3188,1604,22,2,140
3189,1604,42,1,37.13
3190,1605,20,2,102.48
